Split,Average Correlation
0.1,0.8152916666666666
0.15000000000000002,0.8349638888888888
0.20000000000000004,0.8900805555555557
0.25000000000000006,0.8972749999999999
0.30000000000000004,0.9261388888888887
0.3500000000000001,0.9233277777777779
0.40000000000000013,0.939897222222222
0.45000000000000007,0.9450555555555555
0.5000000000000001,0.940463888888889
