Split,Average Correlation
0.1,0.7736666666666667
0.15000000000000002,0.8540166666666666
0.20000000000000004,0.8837416666666666
0.25000000000000006,0.8888083333333333
0.30000000000000004,0.9241777777777779
0.3500000000000001,0.9074166666666668
0.40000000000000013,0.9318833333333332
0.45000000000000007,0.9340833333333334
0.5000000000000001,0.9306527777777777
0.5500000000000002,0.9473166666666667
